ID,Northern,Central
925,ใคร่ อยาก กิ๋น เฟร้นฟราย ก่อ แป๋ง เอา คน เดว ก่า เอา มัน อิ ลู มา ปอก ซอย เป๋น ติ่น ติ่น ละ เอา ไป ทอด ก่อ ได้ กิ๋น ละ ง่าย บ่า ดาย นี่,อยาก กิน เฟร้นฟราย ก็ ทำ เอา เอง ดิ เอา มัน ฝรั่ง มา ปอก ซอย เป็น ชิ้น ชิ้น ละ เอา ไป ทอด ก็ ได้ กิน ละ ง่าย จะ ตาย
926,มี ร้าน ขาย จิ๊น งัว ตี้ ไหน แนะ นำ พ่อง จะ ไป ซื้อ มา ลาบ กิ๋น แก้ม เหล้า มะ แลง นี่,มี ร้าน ขาย เนื้อ วัว ที่ ไหน แนะ นำ บ้าง จะ ไป ซื้อ มา ทำ ลาบ กิน แก ล้ม เหล้า ตอน เย็น นี้
927,ป้า เจ้า แหม ไกล๋ ก่อ เจ้า จะ ถึง วัด พระ เจ้า ต๋น หลวง น้อง ขับ รถ วน มา เป๋น เกิ่ง ชั่ว โมง แล้ว เจ้า,ป้า คะ อีก ไกล ไหม คะ กว่า จะ ถึง วัด พระ เจ้า ตน หลวง น้อง ขับ รถ วน มา เป็น ครึ่ง ชั่ว โมง แล้ว ค่ะ
928,บ่า เดี่ยว งาน ยี่ เป็ง เปิ้น บ่ หื้อ จิ๊ บะ ถบ จิ๊ โกม ลอย ละ หนา นี่ ต๋ำ หนวด หัน นี่ เปิ้น จะ ได้ ยับ ไป ขัง คอก หนา,เดี๋ยว นี้ งาน ยี่ เป็ง เค้า ไม่ ให้ จุด ประ ทัด จุด โคม ลอย แล้ว นะ ถ้า ตำ รวจ เห็น เดี๋ยว จะ โดน จับ ไป คุก หรอก
929,อ้าย จอม เป๋น ดี ลม ขึ้น สังฆ์ ตี้ ปู จา มา โดน ไอ่ มี ขี้ ลัก เปี๋ย ล่น เอา ไป ตึง สอง แก่น,พี่ จอม โมโห สังฆทาน ที่ บูชา มา โดน ไอ้ หัว ขโมย ชื่อ มี ขโมย เอา ไป ทั้ง สอง ใบ
930,แหม พูก นา อิ แม่ ฮ้อง น้อง ลุก เจ๊า กำ เน้อ น้อง ต้อง ฟั่ง ไป เยียะ ก๋าน เดว จะ บ่ ตัน,วัน พรุ่ง นี้ นะ แม่ เรียก หนู ตื่น เช้า หน่อย นะ หนู ต้อง รีบ ไป ทำ งาน เดี๋ยว จะ ไม่ ทัน
931,ยาม ฮ้อง มา กิ๋น เข้า ตอน เข้า แลง ก้อ ว่า กำ เดียว ก่อน เมา ก่า เต๊ก ทอ หละ สับ เหล้น อยู่ หั้น,เมื่อ เรียก มา กิน อา หาร กลาง วัน อา หาร เย็น ก็ บอก ว่า เดี๋ยว ก่อน เอา แต่ เล่น โทรศัพท์
932,ป้า ศรี เจ้า ขอ ฝาก ผ่อ อี่ หน้อย กำ เน่อ กำ เดียว เจ้า จะ ปิ๊ก มา ขอ ไป ซื้อ ของ กิ๋น กำ,ป้า ศรี ฉัน ขอ ฝาก ดู แล ลูก สาว หน่อย นะ ประ เดี๋ยว จะ กลับ มา ขอ ไป ซื้อ อา หาร สัก ครู่
933,ตั้ง แต่ โควิด เริ่ม ซา ไป นี่ คน ก่อ ปา กั๋น ไป แอ่ว ห้าง กั๋น จั๊ด นัก จ๋น ปอ กลั๋ว จะ ระ บาด แหม ลอบ,ตั้ง แต่ โควิด เริ่ม ทุเลา ลง ไป ผู้ คน ต่าง พา กัน ไป เที่ยว ห้าง สรรพ สิน ค้า กัน มาก จน เริ่ม กลัว ว่า จะ ระ บาด อีก ครั้ง
934,วัน ฮือ มี ก๋าน ทำ บุญ หอ เจ้า ป้อ หมู่ บ้าน เฮา ขอ หื้อ จาว บ้าน ชุ ผู้ ชุ คน ไป จ้วย กั๋น เกียม งาน กำ เน้อ,อีก สอง วัน จะ มี งาน ทำ บุญ หอ เจ้า พ่อ หมู่ บ้าน ของ เรา ขอ ให้ ชาว บ้าน ทุก คน ไป ช่วย กัน เตรียม งาน ด้วย นะ
935,เวลา เปิ้น หื้อ ตาน อะ หยัง กะ จ่าง เปิ้น ต้อง หื้อ ด้วย ความ ใคร่ หื้อ แต้ แต้ บ่า ใจ้ มา กิน แหนง กำ หลัง,เวลา เขา ให้ อะ ไร เป็น ทาน ก็ ช่าง เขา ต้อง ให้ ด้วย ความ อยาก ให้ จริง จริง ไม่ ใช่ จะ มา นึก เสีย ดาย ที หลัง
936,จะ ไป ลืม เบอร์ โทรศัพท์ เน้อ มี อะ หยัง ก่อ โทร มา ได้ ตลอด บ่า ต้อง เก๋ง ใจ๋,อย่า ลืม เบอร์ โทรศัพท์ นะ มี อะ ไร ก็ โทร มา ได้ ตลอด ไม่ ต้อง เกรง ใจ
937,ช่วง นี้ จะ เตียว เหิน เดิน ตาง ไป ไหน ก่อ ระ วัง ตั๋ว ดี ดี เน่อ หล้า รถ รา จาก ตี้ อื่น เขา มา แอ่ว บ้าน เฮา นัก,ช่วง นี้ จะ เดิน ทาง ไป ทาง ไหน ก็ ต้อง ระ วัง ตัว กัน ดี ดี นะ ลูก รถ จาก ที่ อื่น เขา มา เที่ยว บ้าน เรา เยอะ มาก
938,แหม พูก วัน ฮือ บ้าน แม่ ศรี มอย จะ ขึ้น เฮือน ใหม่ ไป จ้วย กั๋น เยียะ ขนม จ๊อก กำ เน้อ,วัน มะ รืน บ้าน แม่ ศรี มอย จะ ขึ้น บ้าน ใหม่ ไป ช่วย กัน ทำ ขนม เทียน ด้วย นะ
939,เฮา หัน มา นัก ละ เลย บ่ ก้อย ตื่น เต้น เต้า ใด ได้ ต้า กอง ว่า เมื่อ ใด รถ จะ ปา ไป เถิง โรง แรม,เรา เห็น มา เยอะ ละ เลย ไม่ ค่อย ตื่น เต้น เท่า ไหร่ ได้ แต่ รอ เวลา ว่า เมื่อ ไหร่ รถ จะ พา ไป ถึง โรง แรม
940,โอ อัน นั้น ลูก นก กวัก ก๊ะ น่ะ สี มัน หยัง มา ดำ คึลึ แต้ ผ่อ นุ ล่น เข้า ป่า โข่ ไป จ้าด เวย,อ๋อ อัน นั้น ลูก นก กวัก เหรอ ทำ ไม สี มัน ถึง ดำ ขลับ ไป หมด ดู สิ วิ่ง เข้า พง หญ้า ไป ไว จริง
941,ตั๋ว เกย กิ๋น อา หาร เกา หลี ก่อ มัน ลำ ก่อ หา เปิ้น ยัง บ่า เกย กิ๋น สัก เตื้อ ว่า จะ ลอง ไป จิม ดู,เธอ เคน กิน อา หาร เกา หลี มั้ย มัน อร่อย มั้ย นะ ฉัน ยัง ไม่ เคย กิน สัก ครั้ง ว่า จะ ลอง ไป ชิม ดู
942,บะ ทบ ตี้ ไหน มัน มา เสียง ดัง บ่า เด่ว นี่ ลอย กะ ทง ก่อ ผ่าน มา จ้าด เมิน ละ เน้อ,ประ ทัด ที่ ไหน มัน มา เสียง ดัง ตอน นี้ ลอย กระ ทง ก็ ผ่าน มา ตั้ง นาน แล้ว นะ
